,Team,Player,Int,Yds,Avg,Lg,TD,Solo,Ast,Tot,Sack,YdsL,Season,Type
3,New England Patriots,Tom Brady,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
4,New England Patriots,Alan Branch,0,0,0.00,0,0,0,8,5,13,0.0,2014,Defense
5,New England Patriots,Brandon Browner,1,32,32.00,30,30,0,20,5,25,0.0,2014,Defense
6,New England Patriots,Michael Buchanan,0,0,0.00,0,0,0,0,2,2,0.0,2014,Defense
7,New England Patriots,Malcolm Butler,0,0,0.00,0,0,0,14,1,15,0.0,2014,Defense
8,New England Patriots,Jonathan Casillas,0,0,0.00,0,0,0,19,9,28,0.0,2014,Defense
9,New England Patriots,Patrick Chung,1,10,10.00,10,10,0,54,31,85,0.0,2014,Defense
10,New England Patriots,Jamie Collins,2,0,0.00,0,0,0,74,41,115,4.0,2014,Defense
11,New England Patriots,Daniel Connolly,0,0,0.00,0,0,0,0,1,1,0.0,2014,Defense
12,New England Patriots,Ja'Gared Davis,0,0,0.00,0,0,0,0,1,1,0.0,2014,Defense
13,New England Patriots,Alfonzo Dennard,1,0,0.00,0,0,0,13,2,15,0.0,2014,Defense
14,New England Patriots,Jordan Devey,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
15,New England Patriots,Dominique Easley,1,0,0.00,0,0,0,7,3,10,1.0,2014,Defense
16,New England Patriots,Nate Ebner,0,0,0.00,0,0,0,7,4,11,0.0,2014,Defense
17,New England Patriots,Julian Edelman,0,0,0.00,0,0,0,4,0,4,0.0,2014,Defense
18,New England Patriots,Darius Fleming,0,0,0.00,0,0,0,1,5,6,0.0,2014,Defense
19,New England Patriots,Stephen Gostkowski,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
20,New England Patriots,Jonas Gray,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
21,New England Patriots,Duron Harmon,1,60,60.00,60,60,0,8,4,12,0.0,2014,Defense
22,New England Patriots,Dont'a Hightower,0,0,0.00,0,0,0,51,38,89,6.0,2014,Defense
23,New England Patriots,Chandler Jones,0,0,0.00,0,0,0,30,13,43,6.0,2014,Defense
24,New England Patriots,Chris Jones,0,0,0.00,0,0,0,15,10,25,3.0,2014,Defense
25,New England Patriots,Don Jones,0,0,0.00,0,0,0,6,0,6,0.0,2014,Defense
26,New England Patriots,Brandon LaFell,0,0,0.00,0,0,0,2,0,2,0.0,2014,Defense
27,New England Patriots,Jerod Mayo,0,0,0.00,0,0,0,37,16,53,1.0,2014,Defense
28,New England Patriots,Devin McCourty,2,70,35.00,60,60,0,51,17,68,0.0,2014,Defense
29,New England Patriots,Zach Moore,0,0,0.00,0,0,0,0,3,3,0.5,2014,Defense
30,New England Patriots,Rob Ninkovich,1,11,11.00,11,11,0,45,17,62,8.0,2014,Defense
31,New England Patriots,Darrelle Revis,2,0,0.00,0,0,0,41,6,47,0.0,2014,Defense
32,New England Patriots,Logan Ryan,2,0,0.00,0,0,0,29,13,42,0.0,2014,Defense
33,New England Patriots,Sealver Siliga,0,0,0.00,0,0,0,17,15,32,2.5,2014,Defense
34,New England Patriots,Deontae Skinner,0,0,0.00,0,0,0,6,10,16,1.0,2014,Defense
35,New England Patriots,Matt Slater,0,0,0.00,0,0,0,13,3,16,0.0,2014,Defense
36,New England Patriots,Nate Solder,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
37,New England Patriots,Bryan Stork,0,0,0.00,0,0,0,0,1,1,0.0,2014,Defense
38,New England Patriots,Brian Tyms,0,0,0.00,0,0,0,2,0,2,0.0,2014,Defense
39,New England Patriots,Joe Vellano,0,0,0.00,0,0,0,3,3,6,1.0,2014,Defense
40,New England Patriots,Shane Vereen,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
41,New England Patriots,Casey Walker,0,0,0.00,0,0,0,7,4,11,1.0,2014,Defense
42,New England Patriots,Chris White,0,0,0.00,0,0,0,4,3,7,0.0,2014,Defense
43,New England Patriots,Vince Wilfork,1,1,1.00,1,1,0,24,23,47,0.0,2014,Defense
0,New England Patriots,Ryan Allen,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
1,New England Patriots,Brandon Bolden,0,0,0.00,0,0,0,2,1,3,0.0,2015,Defense
2,New England Patriots,Jonathan Bostic,0,0,0.00,0,0,0,1,1,2,0.0,2015,Defense
3,New England Patriots,Tom Brady,0,0,0.00,0,0,0,2,0,2,0.0,2015,Defense
4,New England Patriots,Alan Branch,0,0,0.00,0,0,0,22,13,35,1.0,2015,Defense
5,New England Patriots,Malcom Brown,0,0,0.00,0,0,0,31,17,48,3.0,2015,Defense
6,New England Patriots,Tarell Brown,0,0,0.00,0,0,0,11,4,15,0.0,2015,Defense
7,New England Patriots,Malcolm Butler,2,9,4.50,9,9,0,56,11,67,0.0,2015,Defense
8,New England Patriots,Joe Cardona,0,0,0.00,0,0,0,3,0,3,0.0,2015,Defense
9,New England Patriots,Patrick Chung,0,0,0.00,0,0,0,52,33,85,0.0,2015,Defense
10,New England Patriots,Justin Coleman,0,0,0.00,0,0,0,17,4,21,0.0,2015,Defense
11,New England Patriots,Jamie Collins,1,51,51.00,51,51,0,51,38,89,5.5,2015,Defense
12,New England Patriots,Dominique Easley,0,0,0.00,0,0,0,9,6,15,2.0,2015,Defense
13,New England Patriots,Nate Ebner,0,0,0.00,0,0,0,10,3,13,0.0,2015,Defense
14,New England Patriots,Julian Edelman,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
15,New England Patriots,Cameron Fleming,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
16,New England Patriots,Darius Fleming,0,0,0.00,0,0,0,2,2,4,0.0,2015,Defense
17,New England Patriots,Bradley Fletcher,0,0,0.00,0,0,0,8,2,10,0.0,2015,Defense
18,New England Patriots,Jonathan Freeny,0,0,0.00,0,0,0,27,23,50,1.0,2015,Defense
19,New England Patriots,Geneo Grissom,0,0,0.00,0,0,0,3,3,6,1.0,2015,Defense
20,New England Patriots,Rob Gronkowski,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
21,New England Patriots,Duron Harmon,3,50,16.67,30,30,0,14,6,20,0.0,2015,Defense
22,New England Patriots,Akiem Hicks,0,0,0.00,0,0,0,9,12,21,3.0,2015,Defense
23,New England Patriots,Dont'a Hightower,0,0,0.00,0,0,0,51,10,61,3.5,2015,Defense
24,New England Patriots,Leonard Johnson,0,0,0.00,0,0,0,8,3,11,0.0,2015,Defense
25,New England Patriots,Rufus Johnson,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
26,New England Patriots,Chandler Jones,1,0,0.00,0,0,0,31,13,44,12.5,2015,Defense
27,New England Patriots,Brandon King,0,0,0.00,0,0,0,10,2,12,0.0,2015,Defense
28,New England Patriots,Josh Kline,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
29,New England Patriots,Brandon LaFell,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
30,New England Patriots,Eric Martin,0,0,0.00,0,0,0,2,0,2,0.0,2015,Defense
31,New England Patriots,Jerod Mayo,0,0,0.00,0,0,0,35,12,47,1.0,2015,Defense
32,New England Patriots,Devin McCourty,1,27,27.00,27,27,0,51,13,64,1.0,2015,Defense
33,New England Patriots,Rashaan Melvin,0,0,0.00,0,0,0,4,2,6,0.0,2015,Defense
34,New England Patriots,Rob Ninkovich,0,0,0.00,0,0,0,33,19,52,6.5,2015,Defense
35,New England Patriots,Jordan Richards,0,0,0.00,0,0,0,16,4,20,0.0,2015,Defense
36,New England Patriots,Logan Ryan,4,39,9.75,25,25,0,58,16,74,0.0,2015,Defense
37,New England Patriots,Jabaal Sheard,0,0,0.00,0,0,0,28,9,37,8.0,2015,Defense
38,New England Patriots,Sealver Siliga,0,0,0.00,0,0,0,11,17,28,0.0,2015,Defense
39,New England Patriots,Matt Slater,0,0,0.00,0,0,0,14,3,17,0.0,2015,Defense
40,New England Patriots,Bryan Stork,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
41,New England Patriots,Dekoda Watson,0,0,0.00,0,0,0,2,0,2,0.0,2015,Defense
42,New England Patriots,Michael Williams,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
