,Team,Player,Int,Yds,Avg,Lg,TD,Solo,Ast,Tot,Sack,YdsL,Season,Type
1,Philadelphia Eagles,Colt Anderson,0,0,0.00,0,0,0,10,1,11,0.0,2011,Defense
2,Philadelphia Eagles,Nnamdi Asomugha,3,10,3.33,6,6,0,35,5,40,0.0,2011,Defense
3,Philadelphia Eagles,Jason Avant,0,0,0.00,0,0,0,4,1,5,0.0,2011,Defense
4,Philadelphia Eagles,Jason Babin,0,0,0.00,0,0,0,35,5,40,18.0,2011,Defense
5,Philadelphia Eagles,Ronnie Brown,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
6,Philadelphia Eagles,Brent Celek,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
7,Philadelphia Eagles,Jamar Chaney,3,25,8.33,14,14,0,67,25,92,1.0,2011,Defense
8,Philadelphia Eagles,Keenan Clayton,0,0,0.00,0,0,0,24,7,31,0.0,2011,Defense
9,Philadelphia Eagles,Trent Cole,0,0,0.00,0,0,0,41,3,44,11.0,2011,Defense
10,Philadelphia Eagles,Kurt Coleman,4,60,15.00,35,35,0,56,22,78,0.0,2011,Defense
11,Philadelphia Eagles,Riley Cooper,0,0,0.00,0,0,0,6,1,7,0.0,2011,Defense
12,Philadelphia Eagles,Kyle DeVan,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
13,Philadelphia Eagles,Antonio Dixon,0,0,0.00,0,0,0,3,1,4,0.0,2011,Defense
14,Philadelphia Eagles,Jon Dorenbos,0,0,0.00,0,0,0,4,0,4,0.0,2011,Defense
15,Philadelphia Eagles,King Dunlap,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
16,Philadelphia Eagles,Moise Fokou,0,0,0.00,0,0,0,14,8,22,0.0,2011,Defense
17,Philadelphia Eagles,Brandon Graham,0,0,0.00,0,0,0,4,0,4,0.0,2011,Defense
18,Philadelphia Eagles,Chad Hall,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
19,Philadelphia Eagles,Joselio Hanson,0,0,0.00,0,0,0,26,4,30,0.0,2011,Defense
20,Philadelphia Eagles,Clay Harbor,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
21,Philadelphia Eagles,Alex Henery,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
22,Philadelphia Eagles,Chas Henry,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
23,Philadelphia Eagles,Todd Herremans,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
24,Philadelphia Eagles,Brandon Hughes,0,0,0.00,0,0,0,13,3,16,0.0,2011,Defense
25,Philadelphia Eagles,Phillip Hunt,0,0,0.00,0,0,0,7,1,8,2.0,2011,Defense
26,Philadelphia Eagles,DeSean Jackson,0,0,0.00,0,0,0,6,0,6,0.0,2011,Defense
27,Philadelphia Eagles,Jaiquawn Jarrett,0,0,0.00,0,0,0,15,2,17,0.0,2011,Defense
28,Philadelphia Eagles,Cullen Jenkins,0,0,0.00,0,0,0,33,7,40,5.5,2011,Defense
29,Philadelphia Eagles,Akeem Jordan,0,0,0.00,0,0,0,32,8,40,0.0,2011,Defense
30,Philadelphia Eagles,Jason Kelce,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
31,Philadelphia Eagles,Derek Landri,0,0,0.00,0,0,0,17,4,21,2.0,2011,Defense
32,Philadelphia Eagles,Trevor Laws,0,0,0.00,0,0,0,15,5,20,1.0,2011,Defense
33,Philadelphia Eagles,Dion Lewis,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
34,Philadelphia Eagles,Jeremy Maclin,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
35,Philadelphia Eagles,Curtis Marsh,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
36,Philadelphia Eagles,Evan Mathis,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
37,Philadelphia Eagles,Casey Matthews,0,0,0.00,0,0,0,30,8,38,1.0,2011,Defense
38,Philadelphia Eagles,LeSean McCoy,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
39,Philadelphia Eagles,Tom Nelson,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
40,Philadelphia Eagles,Jarrad Page,0,0,0.00,0,0,0,28,9,37,0.0,2011,Defense
41,Philadelphia Eagles,Juqua Parker,0,0,0.00,0,0,0,9,1,10,1.5,2011,Defense
42,Philadelphia Eagles,Mike Patterson,0,0,0.00,0,0,0,26,9,35,2.5,2011,Defense
43,Philadelphia Eagles,Jason Peters,0,0,0.00,0,0,0,1,0,1,0.0,2011,Defense
44,Philadelphia Eagles,Dominique Rodgers-Cromartie,0,0,0.00,0,0,0,26,2,28,1.0,2011,Defense
45,Philadelphia Eagles,Brian Rolle,0,0,0.00,0,0,0,41,13,54,1.0,2011,Defense
46,Philadelphia Eagles,Asante Samuel,3,53,17.67,20t,20t,1,30,4,34,0.0,2011,Defense
47,Philadelphia Eagles,Owen Schmitt,0,0,0.00,0,0,0,3,1,4,0.0,2011,Defense
48,Philadelphia Eagles,Steve Smith,0,0,0.00,0,0,0,2,0,2,0.0,2011,Defense
49,Philadelphia Eagles,Darryl Tapp,0,0,0.00,0,0,0,19,8,27,2.5,2011,Defense
0,Philadelphia Eagles,Nate Allen,0,0,0.00,0,0,0,60,13,73,0.0,2012,Defense
1,Philadelphia Eagles,Colt Anderson,1,4,4.00,4,4,0,31,3,34,0.0,2012,Defense
2,Philadelphia Eagles,Nnamdi Asomugha,1,0,0.00,0,0,0,47,8,55,0.0,2012,Defense
3,Philadelphia Eagles,Jason Avant,0,0,0.00,0,0,0,3,0,3,0.0,2012,Defense
4,Philadelphia Eagles,Jason Babin,0,0,0.00,0,0,0,21,5,26,5.5,2012,Defense
5,Philadelphia Eagles,Demetress Bell,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
6,Philadelphia Eagles,Brandon Boykin,0,0,0.00,0,0,0,29,2,31,1.0,2012,Defense
7,Philadelphia Eagles,Bryce Brown,0,0,0.00,0,0,0,2,1,3,0.0,2012,Defense
8,Philadelphia Eagles,Jamar Chaney,0,0,0.00,0,0,0,17,7,24,0.0,2012,Defense
9,Philadelphia Eagles,Trent Cole,0,0,0.00,0,0,0,24,16,40,3.0,2012,Defense
10,Philadelphia Eagles,Kurt Coleman,2,13,6.50,7,7,0,70,23,93,0.0,2012,Defense
11,Philadelphia Eagles,Riley Cooper,0,0,0.00,0,0,0,4,0,4,0.0,2012,Defense
12,Philadelphia Eagles,Fletcher Cox,0,0,0.00,0,0,0,32,7,39,5.5,2012,Defense
13,Philadelphia Eagles,Vinny Curry,0,0,0.00,0,0,0,8,1,9,0.0,2012,Defense
14,Philadelphia Eagles,Antonio Dixon,0,0,0.00,0,0,0,3,1,4,0.0,2012,Defense
15,Philadelphia Eagles,Jon Dorenbos,0,0,0.00,0,0,0,3,0,3,0.0,2012,Defense
16,Philadelphia Eagles,King Dunlap,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
17,Philadelphia Eagles,Nick Foles,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
18,Philadelphia Eagles,Mardy Gilyard,0,0,0.00,0,0,0,3,0,3,0.0,2012,Defense
19,Philadelphia Eagles,Brandon Graham,0,0,0.00,0,0,0,30,8,38,5.5,2012,Defense
20,Philadelphia Eagles,Clay Harbor,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
21,Philadelphia Eagles,Stanley Havili,0,0,0.00,0,0,0,6,1,7,0.0,2012,Defense
22,Philadelphia Eagles,Alex Henery,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
23,Philadelphia Eagles,Todd Herremans,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
24,Philadelphia Eagles,Brandon Hughes,0,0,0.00,0,0,0,9,1,10,0.0,2012,Defense
25,Philadelphia Eagles,Phillip Hunt,0,0,0.00,0,0,0,8,0,8,1.0,2012,Defense
26,Philadelphia Eagles,Emil Igwenagu,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
27,Philadelphia Eagles,DeSean Jackson,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
28,Philadelphia Eagles,Cullen Jenkins,0,0,0.00,0,0,0,22,4,26,4.0,2012,Defense
29,Philadelphia Eagles,Damaris Johnson,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
30,Philadelphia Eagles,Akeem Jordan,0,0,0.00,0,0,0,36,9,45,0.0,2012,Defense
31,Philadelphia Eagles,Dennis Kelly,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
32,Philadelphia Eagles,Mychal Kendricks,0,0,0.00,0,0,0,58,17,75,1.0,2012,Defense
33,Philadelphia Eagles,Derek Landri,0,0,0.00,0,0,0,13,5,18,0.0,2012,Defense
34,Philadelphia Eagles,Curtis Marsh,0,0,0.00,0,0,0,11,1,12,0.0,2012,Defense
35,Philadelphia Eagles,Casey Matthews,0,0,0.00,0,0,0,10,1,11,0.0,2012,Defense
36,Philadelphia Eagles,LeSean McCoy,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
37,Philadelphia Eagles,Marvin McNutt,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
38,Philadelphia Eagles,Mike Patterson,0,0,0.00,0,0,0,3,3,6,1.0,2012,Defense
39,Philadelphia Eagles,Chris Polk,0,0,0.00,0,0,0,1,0,1,0.0,2012,Defense
40,Philadelphia Eagles,Ryan Rau,0,0,0.00,0,0,0,2,1,3,0.0,2012,Defense
41,Philadelphia Eagles,Dallas Reynolds,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
42,Philadelphia Eagles,Dominique Rodgers-Cromartie,3,14,4.67,14,14,0,43,8,51,0.0,2012,Defense
43,Philadelphia Eagles,Brian Rolle,0,0,0.00,0,0,0,4,0,4,0.0,2012,Defense
44,Philadelphia Eagles,DeMeco Ryans,1,0,0.00,0,0,0,86,27,113,1.0,2012,Defense
45,Philadelphia Eagles,Jake Scott,0,0,0.00,0,0,0,2,0,2,0.0,2012,Defense
46,Philadelphia Eagles,David Sims,0,0,0.00,0,0,0,11,4,15,0.0,2012,Defense
47,Philadelphia Eagles,Darryl Tapp,0,0,0.00,0,0,0,13,4,17,0.5,2012,Defense
48,Philadelphia Eagles,Cedric Thornton,0,0,0.00,0,0,0,19,8,27,1.0,2012,Defense
0,Philadelphia Eagles,Emmanuel Acho,0,0,0.00,0,0,0,1,1,2,0.0,2013,Defense
1,Philadelphia Eagles,Nate Allen,1,43,43.00,43,43,0,59,23,82,1.0,2013,Defense
2,Philadelphia Eagles,Colt Anderson,0,0,0.00,0,0,0,9,2,11,0.0,2013,Defense
3,Philadelphia Eagles,Jason Avant,0,0,0.00,0,0,0,2,0,2,0.0,2013,Defense
4,Philadelphia Eagles,Connor Barwin,1,-2,-2.00,0,0,0,44,14,58,5.0,2013,Defense
5,Philadelphia Eagles,Brandon Boykin,6,136,22.67,76,76,1,42,5,47,0.0,2013,Defense
6,Philadelphia Eagles,Rashad Carmichael,0,0,0.00,0,0,0,14,2,16,0.0,2013,Defense
7,Philadelphia Eagles,James Casey,0,0,0.00,0,0,0,10,1,11,0.0,2013,Defense
8,Philadelphia Eagles,Brent Celek,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
9,Philadelphia Eagles,Patrick Chung,0,0,0.00,0,0,0,39,20,59,0.0,2013,Defense
10,Philadelphia Eagles,Trent Cole,0,0,0.00,0,0,0,44,12,56,8.0,2013,Defense
11,Philadelphia Eagles,Kurt Coleman,0,0,0.00,0,0,0,13,1,14,0.0,2013,Defense
12,Philadelphia Eagles,Riley Cooper,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
13,Philadelphia Eagles,Fletcher Cox,0,0,0.00,0,0,0,29,12,41,3.0,2013,Defense
14,Philadelphia Eagles,Vinny Curry,0,0,0.00,0,0,0,17,5,22,4.0,2013,Defense
15,Philadelphia Eagles,Jon Dorenbos,0,0,0.00,0,0,0,0,1,1,0.0,2013,Defense
16,Philadelphia Eagles,Bradley Fletcher,2,30,15.00,25,25,0,62,8,70,0.0,2013,Defense
17,Philadelphia Eagles,Nick Foles,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
18,Philadelphia Eagles,Clifton Geathers,0,0,0.00,0,0,0,9,4,13,0.0,2013,Defense
19,Philadelphia Eagles,Najee Goode,0,0,0.00,0,0,0,15,6,21,1.0,2013,Defense
20,Philadelphia Eagles,Brandon Graham,0,0,0.00,0,0,0,16,4,20,3.0,2013,Defense
21,Philadelphia Eagles,Alex Henery,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
22,Philadelphia Eagles,Todd Herremans,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
23,Philadelphia Eagles,Brandon Hughes,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
24,Philadelphia Eagles,DeSean Jackson,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
25,Philadelphia Eagles,Keelan Johnson,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
26,Philadelphia Eagles,Donnie Jones,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
27,Philadelphia Eagles,Mychal Kendricks,3,25,8.33,18,18,0,81,25,106,4.0,2013,Defense
28,Philadelphia Eagles,Jake Knott,0,0,0.00,0,0,0,6,2,8,0.0,2013,Defense
29,Philadelphia Eagles,Bennie Logan,0,0,0.00,0,0,0,20,7,27,2.0,2013,Defense
30,Philadelphia Eagles,Jeff Maehl,0,0,0.00,0,0,0,5,1,6,0.0,2013,Defense
31,Philadelphia Eagles,Casey Matthews,0,0,0.00,0,0,0,9,2,11,0.0,2013,Defense
32,Philadelphia Eagles,LeSean McCoy,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
33,Philadelphia Eagles,Jason Peters,0,0,0.00,0,0,0,3,0,3,0.0,2013,Defense
34,Philadelphia Eagles,Chris Polk,0,0,0.00,0,0,0,3,1,4,0.0,2013,Defense
35,Philadelphia Eagles,Jordan Poyer,0,0,0.00,0,0,0,2,1,3,0.0,2013,Defense
36,Philadelphia Eagles,DeMeco Ryans,2,46,23.00,36,36,0,102,25,127,4.0,2013,Defense
37,Philadelphia Eagles,Brad Smith,0,0,0.00,0,0,0,4,1,5,0.0,2013,Defense
38,Philadelphia Eagles,Isaac Sopoaga,0,0,0.00,0,0,0,7,3,10,0.0,2013,Defense
39,Philadelphia Eagles,Damion Square,0,0,0.00,0,0,0,4,0,4,0.0,2013,Defense
40,Philadelphia Eagles,Cedric Thornton,0,0,0.00,0,0,0,48,12,60,1.0,2013,Defense
41,Philadelphia Eagles,Michael Vick,0,0,0.00,0,0,0,1,0,1,0.0,2013,Defense
42,Philadelphia Eagles,Cary Williams,3,16,5.33,15,15,0,57,10,67,1.0,2013,Defense
0,Philadelphia Eagles,Emmanuel Acho,0,0,0.00,0,0,0,21,10,31,0.0,2014,Defense
1,Philadelphia Eagles,Beau Allen,0,0,0.00,0,0,0,7,3,10,0.5,2014,Defense
2,Philadelphia Eagles,Nate Allen,4,45,11.25,40,40,0,51,11,62,1.0,2014,Defense
3,Philadelphia Eagles,Brandon Bair,0,0,0.00,0,0,0,14,3,17,1.5,2014,Defense
4,Philadelphia Eagles,Allen Barbre,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
5,Philadelphia Eagles,Connor Barwin,0,0,0.00,0,0,0,47,17,64,14.5,2014,Defense
6,Philadelphia Eagles,Brandon Boykin,1,0,0.00,0,0,0,37,5,42,0.0,2014,Defense
7,Philadelphia Eagles,Bryan Braman,0,0,0.00,0,0,0,6,0,6,0.0,2014,Defense
8,Philadelphia Eagles,Trey Burton,0,0,0.00,0,0,0,4,0,4,0.0,2014,Defense
9,Philadelphia Eagles,Nolan Carroll,0,0,0.00,0,0,0,31,1,32,0.0,2014,Defense
10,Philadelphia Eagles,James Casey,0,0,0.00,0,0,0,7,2,9,0.0,2014,Defense
11,Philadelphia Eagles,Brent Celek,0,0,0.00,0,0,0,2,0,2,0.0,2014,Defense
12,Philadelphia Eagles,Trent Cole,0,0,0.00,0,0,0,40,12,52,6.5,2014,Defense
13,Philadelphia Eagles,Riley Cooper,0,0,0.00,0,0,0,4,0,4,0.0,2014,Defense
14,Philadelphia Eagles,Fletcher Cox,0,0,0.00,0,0,0,48,13,61,4.0,2014,Defense
15,Philadelphia Eagles,Vinny Curry,0,0,0.00,0,0,0,17,2,19,9.0,2014,Defense
16,Philadelphia Eagles,Jon Dorenbos,0,0,0.00,0,0,0,2,0,2,0.0,2014,Defense
17,Philadelphia Eagles,Zach Ertz,0,0,0.00,0,0,0,2,1,3,0.0,2014,Defense
18,Philadelphia Eagles,Bradley Fletcher,1,34,34.00,34t,34t,1,54,7,61,0.0,2014,Defense
19,Philadelphia Eagles,Nick Foles,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
20,Philadelphia Eagles,Andrew Gardner,0,0,0.00,0,0,0,2,0,2,0.0,2014,Defense
21,Philadelphia Eagles,Brandon Graham,0,0,0.00,0,0,0,36,11,47,5.5,2014,Defense
22,Philadelphia Eagles,Josh Huff,0,0,0.00,0,0,0,2,2,4,0.0,2014,Defense
23,Philadelphia Eagles,Malcolm Jenkins,3,67,22.33,53t,53t,1,64,16,80,0.0,2014,Defense
24,Philadelphia Eagles,Lane Johnson,0,0,0.00,0,0,0,1,2,3,0.0,2014,Defense
25,Philadelphia Eagles,Jason Kelce,0,0,0.00,0,0,0,2,0,2,0.0,2014,Defense
26,Philadelphia Eagles,Mychal Kendricks,0,0,0.00,0,0,0,61,21,82,4.0,2014,Defense
27,Philadelphia Eagles,Bennie Logan,0,0,0.00,0,0,0,46,12,58,0.0,2014,Defense
28,Philadelphia Eagles,Jeremy Maclin,0,0,0.00,0,0,0,11,0,11,0.0,2014,Defense
29,Philadelphia Eagles,Chris Maragos,0,0,0.00,0,0,0,13,0,13,0.0,2014,Defense
30,Philadelphia Eagles,Evan Mathis,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
31,Philadelphia Eagles,Casey Matthews,0,0,0.00,0,0,0,31,22,53,1.5,2014,Defense
32,Philadelphia Eagles,LeSean McCoy,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
33,Philadelphia Eagles,Cody Parkey,0,0,0.00,0,0,0,2,1,3,0.0,2014,Defense
34,Philadelphia Eagles,Chris Polk,0,0,0.00,0,0,0,4,1,5,0.0,2014,Defense
35,Philadelphia Eagles,Chris Prosinski,0,0,0.00,0,0,0,6,1,7,0.0,2014,Defense
36,Philadelphia Eagles,DeMeco Ryans,1,0,0.00,0,0,0,36,9,45,0.0,2014,Defense
37,Philadelphia Eagles,Brad Smith,0,0,0.00,0,0,0,5,0,5,0.0,2014,Defense
38,Philadelphia Eagles,Darren Sproles,0,0,0.00,0,0,0,1,0,1,0.0,2014,Defense
39,Philadelphia Eagles,Cedric Thornton,0,0,0.00,0,0,0,35,16,51,1.0,2014,Defense
40,Philadelphia Eagles,Jaylen Watkins,0,0,0.00,0,0,0,3,0,3,0.0,2014,Defense
41,Philadelphia Eagles,Cary Williams,2,-1,-0.50,0,0,0,55,4,59,0.0,2014,Defense
0,Philadelphia Eagles,Nelson Agholor,0,0,0.00,0,0,0,2,0,2,0.0,2015,Defense
1,Philadelphia Eagles,Seyi Ajirotutu,0,0,0.00,0,0,0,7,1,8,0.0,2015,Defense
2,Philadelphia Eagles,Beau Allen,0,0,0.00,0,0,0,18,10,28,0.0,2015,Defense
3,Philadelphia Eagles,Kiko Alonso,1,0,0.00,0,0,0,30,13,43,0.0,2015,Defense
4,Philadelphia Eagles,Miles Austin,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
5,Philadelphia Eagles,Brandon Bair,0,0,0.00,0,0,0,6,5,11,0.0,2015,Defense
6,Philadelphia Eagles,Allen Barbre,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
7,Philadelphia Eagles,Connor Barwin,0,0,0.00,0,0,0,44,10,54,7.0,2015,Defense
8,Philadelphia Eagles,Edjuan Biggers,0,0,0.00,0,0,0,36,8,44,0.0,2015,Defense
9,Philadelphia Eagles,Sam Bradford,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
10,Philadelphia Eagles,Bryan Braman,0,0,0.00,0,0,0,6,1,7,1.0,2015,Defense
11,Philadelphia Eagles,Trey Burton,0,0,0.00,0,0,0,13,0,13,0.0,2015,Defense
12,Philadelphia Eagles,Nolan Carroll,2,18,9.00,17t,17t,1,42,15,57,0.0,2015,Defense
13,Philadelphia Eagles,Brent Celek,0,0,0.00,0,0,0,3,0,3,0.0,2015,Defense
14,Philadelphia Eagles,Riley Cooper,0,0,0.00,0,0,0,6,0,6,0.0,2015,Defense
15,Philadelphia Eagles,Jerome Couplin,0,0,0.00,0,0,0,4,1,5,0.0,2015,Defense
16,Philadelphia Eagles,Fletcher Cox,0,0,0.00,0,0,0,50,21,71,9.5,2015,Defense
17,Philadelphia Eagles,Vinny Curry,0,0,0.00,0,0,0,9,3,12,3.5,2015,Defense
18,Philadelphia Eagles,Jon Dorenbos,0,0,0.00,0,0,0,3,0,3,0.0,2015,Defense
19,Philadelphia Eagles,Zach Ertz,0,0,0.00,0,0,0,3,0,3,0.0,2015,Defense
20,Philadelphia Eagles,Najee Goode,0,0,0.00,0,0,0,9,2,11,0.0,2015,Defense
21,Philadelphia Eagles,Brandon Graham,0,0,0.00,0,0,0,39,12,51,6.5,2015,Defense
22,Philadelphia Eagles,Taylor Hart,0,0,0.00,0,0,0,12,15,27,0.0,2015,Defense
23,Philadelphia Eagles,Jordan Hicks,2,67,33.50,67t,67t,1,43,7,50,1.0,2015,Defense
24,Philadelphia Eagles,Malcolm Jenkins,2,99,49.50,99t,99t,1,90,19,109,0.0,2015,Defense
25,Philadelphia Eagles,Lane Johnson,0,0,0.00,0,0,0,2,0,2,0.0,2015,Defense
26,Philadelphia Eagles,Brad Jones,0,0,0.00,0,0,0,4,1,5,0.0,2015,Defense
27,Philadelphia Eagles,Jason Kelce,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
28,Philadelphia Eagles,Mychal Kendricks,0,0,0.00,0,0,0,64,22,86,3.0,2015,Defense
29,Philadelphia Eagles,Jonathan Krause,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
30,Philadelphia Eagles,Bennie Logan,0,0,0.00,0,0,0,39,16,55,1.0,2015,Defense
31,Philadelphia Eagles,Chris Maragos,0,0,0.00,0,0,0,12,6,18,0.0,2015,Defense
32,Philadelphia Eagles,Jordan Matthews,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
33,Philadelphia Eagles,Byron Maxwell,2,22,11.00,22,22,0,53,11,64,0.0,2015,Defense
34,Philadelphia Eagles,DeMarco Murray,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
35,Philadelphia Eagles,Jason Peters,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
36,Philadelphia Eagles,Ed Reynolds,1,7,7.00,7,7,0,16,5,21,0.0,2015,Defense
37,Philadelphia Eagles,Eric Rowe,1,0,0.00,0,0,0,24,7,31,0.0,2015,Defense
38,Philadelphia Eagles,DeMeco Ryans,1,0,0.00,0,0,0,32,17,49,0.0,2015,Defense
39,Philadelphia Eagles,Marcus Smith,0,0,0.00,0,0,0,4,3,7,1.5,2015,Defense
40,Philadelphia Eagles,Darren Sproles,0,0,0.00,0,0,0,2,0,2,0.0,2015,Defense
41,Philadelphia Eagles,Cedric Thornton,0,0,0.00,0,0,0,17,16,33,1.0,2015,Defense
42,Philadelphia Eagles,Walter Thurmond,3,67,22.33,44,44,0,52,19,71,2.0,2015,Defense
43,Philadelphia Eagles,Matt Tobin,0,0,0.00,0,0,0,1,0,1,0.0,2015,Defense
0,New England Patriots,Joe Andruzzi,0,0,0.00,0,0,0,2,0,2,0.0,2000,Defense
1,New England Patriots,Bruce Armstrong,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
2,New England Patriots,Troy Brown,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
3,New England Patriots,Tedy Bruschi,0,0,0.00,0,0,0,71,37,108,1.0,2000,Defense
4,New England Patriots,Tony Carter,0,0,0.00,0,0,0,5,1,6,0.0,2000,Defense
5,New England Patriots,Matt Chatham,0,0,0.00,0,0,0,2,0,2,0.0,2000,Defense
6,New England Patriots,Antico Dalton,0,0,0.00,0,0,0,2,0,2,0.0,2000,Defense
7,New England Patriots,Shockmain Davis,0,0,0.00,0,0,0,5,0,5,0.0,2000,Defense
8,New England Patriots,Chad Eaton,0,0,0.00,0,0,0,59,19,78,2.5,2000,Defense
9,New England Patriots,Kevin Faulk,0,0,0.00,0,0,0,5,0,5,0.0,2000,Defense
10,New England Patriots,Chris Floyd,0,0,0.00,0,0,0,5,0,5,0.0,2000,Defense
11,New England Patriots,Tony George,0,0,0.00,0,0,0,17,7,24,0.0,2000,Defense
12,New England Patriots,Terry Glenn,0,0,0.00,0,0,0,2,0,2,0.0,2000,Defense
13,New England Patriots,Bobby Hamilton,0,0,0.00,0,0,0,41,38,79,1.5,2000,Defense
14,New England Patriots,Antwan Harris,1,11,11.00,11,11,0,8,2,10,1.0,2000,Defense
15,New England Patriots,Rob Holmberg,0,0,0.00,0,0,0,22,6,28,0.0,2000,Defense
16,New England Patriots,Sale Isaia,0,0,0.00,0,0,0,0,1,1,0.0,2000,Defense
17,New England Patriots,Garrett Johnson,0,0,0.00,0,0,0,5,6,11,0.0,2000,Defense
18,New England Patriots,Lee Johnson,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
19,New England Patriots,Olrick Johnson,0,0,0.00,0,0,0,8,1,9,0.0,2000,Defense
20,New England Patriots,Ted Johnson,0,0,0.00,0,0,0,51,22,73,0.5,2000,Defense
21,New England Patriots,Tebucky Jones,2,20,10.00,20,20,0,51,16,67,0.0,2000,Defense
22,New England Patriots,Andy Katzenmoyer,0,0,0.00,0,0,0,14,8,22,0.0,2000,Defense
23,New England Patriots,Antonio Langham,1,24,24.00,24,24,0,35,5,40,0.0,2000,Defense
24,New England Patriots,Ty Law,2,32,16.00,32,32,0,58,16,74,0.0,2000,Defense
25,New England Patriots,Willie McGinest,0,0,0.00,0,0,0,45,18,63,6.0,2000,Defense
26,New England Patriots,Marc Megna,0,0,0.00,0,0,0,2,0,2,0.0,2000,Defense
27,New England Patriots,Lawyer Milloy,2,2,1.00,2,2,0,90,31,121,0.0,2000,Defense
28,New England Patriots,Brandon Mitchell,0,0,0.00,0,0,0,13,16,29,0.0,2000,Defense
29,New England Patriots,David Nugent,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
30,New England Patriots,Patrick Pass,0,0,0.00,0,0,0,1,1,2,0.0,2000,Defense
31,New England Patriots,Lonie Paxton,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
32,New England Patriots,Rod Rutledge,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
33,New England Patriots,Kato Serwanga,0,0,0.00,0,0,0,28,4,32,2.0,2000,Defense
34,New England Patriots,Harold Shaw,0,0,0.00,0,0,0,12,3,15,0.0,2000,Defense
35,New England Patriots,Tony Simmons,0,0,0.00,0,0,0,2,0,2,0.0,2000,Defense
36,New England Patriots,Chris Slade,0,0,0.00,0,0,0,53,26,79,4.0,2000,Defense
37,New England Patriots,Otis Smith,1,56,56.00,56,56,0,61,11,72,0.0,2000,Defense
38,New England Patriots,Greg Spires,0,0,0.00,0,0,0,12,5,17,6.0,2000,Defense
39,New England Patriots,Matt Stevens,0,0,0.00,0,0,0,1,0,1,0.0,2000,Defense
40,New England Patriots,Henry Thomas,1,16,16.00,16,16,0,24,18,42,4.5,2000,Defense
41,New England Patriots,Maugaula Tuitele,0,0,0.00,0,0,0,0,1,1,0.0,2000,Defense
